TypeCode,FreqCode,RefPeriodId,RefYear,RefMonth,Period,ReporterCode,ReporterISO,ReporterDesc,FlowCode,FlowDesc,PartnerCode,PartnerISO,PartnerDesc,Partner2Code,Partner2ISO,Partner2Desc,ClassificationCode,ClassificationSearchCode,IsOriginalClassification,CmdCode,CmdDesc,AggrLevel,IsLeaf,CustomsCode,CustomsDesc,MosCode,MotCode,MotDesc,QtyUnitCode,QtyUnitAbbr,Qty,IsQtyEstimated,AltQtyUnitCode,AltQtyUnitAbbr,AltQty,IsAltQtyEstimated,NetWgt,IsNetWgtEstimated,GrossWgt,IsGrossWgtEstimated,Cifvalue,Fobvalue,PrimaryValue,LegacyEstimationFlag,IsReported,IsAggregate
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,314739180.2,314739180.2,6,FALSE,TRUE
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,7636.612,7636.612,6,FALSE,TRUE
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8819.51,FALSE,8,kg,8819.51,FALSE,8819.51,FALSE,0,FALSE,0,314731543.6,314731543.6,0,FALSE,TRUE
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,29.535,29.535,6,FALSE,TRUE
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,29.535,29.535,6,FALSE,TRUE
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8820.51,FALSE,8,kg,8820.51,FALSE,8820.51,FALSE,0,FALSE,0,314739150.7,314739150.7,0,FALSE,TRUE
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,8,kg,1,FALSE,1,FALSE,0,FALSE,0,7607.077,7607.077,0,FALSE,TRUE
C,M,20170101,2017,1,201701,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8819.51,FALSE,8,kg,8819.51,FALSE,8819.51,FALSE,0,FALSE,0,314731543.6,314731543.6,0,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,211290286.1,211290286.1,6,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,11841.999,11841.999,6,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,122.208,122.208,6,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6110.6,FALSE,8,kg,6110.6,FALSE,6110.6,FALSE,0,FALSE,0,211278321.9,211278321.9,0,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,15.078,15.078,6,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,15.078,15.078,6,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,122.208,122.208,6,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,122.208,122.208,6,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6113.12,FALSE,8,kg,6113.12,FALSE,6113.12,FALSE,0,FALSE,0,211290148.9,211290148.9,0,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.52,FALSE,8,kg,2.52,FALSE,2.52,FALSE,0,FALSE,0,11826.921,11826.921,0,FALSE,TRUE
C,M,20170201,2017,2,201702,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6110.6,FALSE,8,kg,6110.6,FALSE,6110.6,FALSE,0,FALSE,0,211278321.9,211278321.9,0,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,426920480.5,426920480.5,6,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,12372.465,12372.465,6,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11543.5,FALSE,8,kg,11543.5,FALSE,11543.5,FALSE,0,FALSE,0,426908108,426908108,0,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,3,FALSE,0,TRUE,0,FALSE,0,46.37,46.37,6,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,3,FALSE,0,TRUE,0,FALSE,0,46.37,46.37,6,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,33.928,33.928,6,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710812,"Metals; gold, non-monetary, unwrought (but not powder)",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,33.928,33.928,6,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11550.5,FALSE,8,kg,11550.5,FALSE,11550.5,FALSE,0,FALSE,0,426920400.2,426920400.2,0,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7,FALSE,8,kg,7,FALSE,7,FALSE,0,FALSE,0,12292.167,12292.167,0,FALSE,TRUE
C,M,20170301,2017,3,201703,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11543.5,FALSE,8,kg,11543.5,FALSE,11543.5,FALSE,0,FALSE,0,426908108,426908108,0,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,350008254.2,350008254.2,6,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,58.833,58.833,6,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9873.78,FALSE,8,kg,9873.78,FALSE,9873.78,FALSE,0,FALSE,0,350008195.4,350008195.4,0,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,29.601,29.601,6,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,29.601,29.601,6,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,9880.51,FALSE,0,TRUE,0,FALSE,0,350008224.6,350008224.6,6,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,6.73,FALSE,0,TRUE,0,FALSE,0,29.231,29.231,6,FALSE,TRUE
C,M,20170401,2017,4,201704,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9873.78,FALSE,8,kg,9873.78,FALSE,9873.78,FALSE,0,FALSE,0,350008195.4,350008195.4,0,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,573268216.3,573268216.3,6,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,44.787,44.787,6,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14184.9,FALSE,8,kg,14184.9,FALSE,14184.9,FALSE,0,FALSE,0,573268171.5,573268171.5,0,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,15.054,15.054,6,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,15.054,15.054,6,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,14192.26,FALSE,0,TRUE,0,FALSE,0,573268201.2,573268201.2,6,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,7.36,FALSE,0,TRUE,0,FALSE,0,29.732,29.732,6,FALSE,TRUE
C,M,20170501,2017,5,201705,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14184.9,FALSE,8,kg,14184.9,FALSE,14184.9,FALSE,0,FALSE,0,573268171.5,573268171.5,0,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,368129956.5,368129956.5,6,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,2118.027,2118.027,6,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9113.77,FALSE,8,kg,9113.77,FALSE,9113.77,FALSE,0,FALSE,0,368127838.5,368127838.5,0,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,15.483,15.483,6,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,1,FALSE,0,TRUE,0,FALSE,0,15.483,15.483,6,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9116.36,FALSE,8,kg,9116.36,FALSE,9116.36,FALSE,0,FALSE,0,368129941,368129941,0,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.59,FALSE,8,kg,2.59,FALSE,2.59,FALSE,0,FALSE,0,2102.544,2102.544,0,FALSE,TRUE
C,M,20170601,2017,6,201706,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9113.77,FALSE,8,kg,9113.77,FALSE,9113.77,FALSE,0,FALSE,0,368127838.5,368127838.5,0,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,330062065.9,330062065.9,6,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,6029.37,6029.37,6,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8699.84,FALSE,8,kg,8699.84,FALSE,8699.84,FALSE,0,FALSE,0,330056036.5,330056036.5,0,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,30.456,30.456,6,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,30.456,30.456,6,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8700.54,FALSE,8,kg,8700.54,FALSE,8700.54,FALSE,0,FALSE,0,330062035.4,330062035.4,0,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.7,FALSE,8,kg,0.7,FALSE,0.7,FALSE,0,FALSE,0,5998.914,5998.914,0,FALSE,TRUE
C,M,20170701,2017,7,201707,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8699.84,FALSE,8,kg,8699.84,FALSE,8699.84,FALSE,0,FALSE,0,330056036.5,330056036.5,0,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,552835049.3,552835049.3,6,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,2221.502,2221.502,6,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,68.017,68.017,6,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13277.1,FALSE,8,kg,13277.1,FALSE,13277.1,FALSE,0,FALSE,0,552832759.8,552832759.8,0,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,30.23,30.23,6,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710811,"Metals; gold, non-monetary, powder",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,2,FALSE,0,TRUE,0,FALSE,0,30.23,30.23,6,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,13330.88,FALSE,0,TRUE,0,FALSE,0,552835019.1,552835019.1,6,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,516,NAM,Namibia,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.88,FALSE,8,kg,1.88,FALSE,1.88,FALSE,0,FALSE,0,2191.272,2191.272,0,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,748,SWZ,Eswatini,0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,8,kg,51.9,FALSE,0,TRUE,0,FALSE,0,68.017,68.017,6,FALSE,TRUE
C,M,20170801,2017,8,201708,710,ZAF,South Africa,X,Export,899,_X ,"Areas, nes",0,W00,World,H5,HS,TRUE,710813,"Metals; gold, semi-manufactured",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13277.1,FALSE,8,kg,13277.1,FALSE,13277.1,FALSE,0,FALSE,0,552832759.8,552832759.8,0,FALSE,TRUE
C,M,20170901,2017,9,201709,710,ZAF,South Africa,X,Export,0,W00,World,0,W00,World,H5,HS,TRUE,7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",4,FALSE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,TRUE,-1,N/A,0,FALSE,0,TRUE,0,FALSE,0,403656930,403656930,6,FALSE,TRUE
